"Date","Price","Open","High","Low","Vol.","Change %"
"11/18/2021","18.84","19.73","19.73","18.75","165.26K","-2.74%"
"11/17/2021","19.37","20.00","20.24","19.28","103.78K","-3.15%"
"11/16/2021","20.00","20.22","20.31","19.68","94.44K","-1.23%"
"11/15/2021","20.25","21.24","21.58","20.25","127.73K","-4.44%"
"11/12/2021","21.19","21.36","21.60","20.87","59.68K","-0.24%"
"11/11/2021","21.24","21.67","21.99","21.11","133.92K","-1.48%"
"11/10/2021","21.56","21.96","22.33","21.38","54.85K","-2.88%"
"11/09/2021","22.20","21.94","22.32","21.38","68.37K","1.23%"
"11/08/2021","21.93","22.36","22.88","21.84","50.45K","-0.54%"
"11/05/2021","22.05","21.60","22.38","21.01","187.61K","2.27%"
"11/04/2021","21.56","24.02","24.23","21.29","308.67K","-9.60%"
"11/03/2021","23.85","22.98","23.91","22.98","111.53K","3.92%"
"11/02/2021","22.95","22.82","23.10","22.39","42.92K","0.44%"
"11/01/2021","22.85","21.31","22.98","21.12","98.75K","7.88%"
"10/29/2021","21.18","21.65","21.95","20.67","78.13K","-2.13%"
"10/28/2021","21.64","20.96","21.72","19.12","74.03K","2.51%"
"10/27/2021","21.11","21.57","21.89","21.09","150.26K","-2.76%"
"10/26/2021","21.71","21.82","22.09","21.51","50.15K","0.23%"
"10/25/2021","21.66","21.51","21.84","21.16","50.12K","0.42%"
"10/22/2021","21.57","21.85","21.85","21.15","59.96K","-0.96%"
"10/21/2021","21.78","21.28","22.05","21.28","48.98K","-0.14%"
"10/20/2021","21.81","21.94","22.10","21.57","55.48K","-0.77%"
"10/19/2021","21.98","20.98","22.30","20.75","68.03K","4.32%"
"10/18/2021","21.07","22.24","22.24","20.91","113.63K","-5.43%"
"10/15/2021","22.28","22.91","22.91","22.13","76.30K","-1.85%"
"10/14/2021","22.70","22.90","23.39","22.47","68.10K","0.27%"
"10/13/2021","22.64","22.25","22.68","21.93","134.99K","3.05%"
"10/12/2021","21.97","21.87","22.43","21.86","67.83K","0.97%"
"10/11/2021","21.76","22.19","22.45","21.20","88.53K","-2.60%"
"10/08/2021","22.34","22.86","23.24","22.11","57.04K","-3.12%"
"10/07/2021","23.06","23.62","23.69","22.47","153.34K","-2.37%"
"10/06/2021","23.62","25.05","25.05","23.35","660.61K","-7.37%"
"10/05/2021","25.50","24.89","25.73","24.51","213.01K","2.16%"
"10/04/2021","24.96","25.35","25.41","24.01","168.89K","-0.99%"
"10/01/2021","25.21","23.90","25.37","23.23","199.63K","5.53%"
"09/30/2021","23.89","22.89","24.42","22.46","198.72K","5.71%"
"09/29/2021","22.60","22.95","22.95","22.27","99.34K","-0.31%"
"09/28/2021","22.67","22.95","23.01","22.25","114.63K","-2.33%"
"09/27/2021","23.21","23.26","23.91","22.56","68.25K","0.13%"
"09/24/2021","23.18","23.44","24.13","22.78","204.12K","-3.09%"
"09/23/2021","23.92","23.69","23.93","22.72","143.64K","1.61%"
"09/22/2021","23.54","22.82","23.98","22.36","237.46K","4.11%"
"09/21/2021","22.61","22.03","22.81","22.03","64.79K","3.43%"
"09/20/2021","21.86","22.29","22.71","21.45","103.42K","-3.57%"
"09/17/2021","22.67","22.47","23.19","21.85","519.54K","1.89%"
"09/16/2021","22.25","21.36","22.38","21.36","98.67K","2.16%"
"09/15/2021","21.78","21.13","22.00","21.13","84.45K","2.49%"
"09/14/2021","21.25","20.27","21.27","20.22","165.53K","4.94%"
"09/13/2021","20.25","21.09","21.56","20.10","169.31K","-4.26%"
"09/10/2021","21.15","22.46","22.78","20.99","174.71K","-4.99%"
"09/09/2021","22.26","20.40","22.77","20.22","260.64K","8.59%"
"09/08/2021","20.50","20.62","20.91","19.95","297.01K","-0.49%"
"09/07/2021","20.60","21.47","21.47","20.31","234.82K","-4.85%"
"09/03/2021","21.65","22.11","22.11","21.00","251.27K","-2.30%"
"09/02/2021","22.16","21.25","22.76","20.82","250.68K","4.18%"
"09/01/2021","21.27","21.27","21.70","20.29","237.53K","0.47%"
"08/31/2021","21.17","21.10","21.39","20.79","63.66K","0.47%"
"08/30/2021","21.07","21.70","22.28","20.85","105.27K","-2.86%"
"08/27/2021","21.69","20.61","22.21","20.37","166.89K","5.39%"
"08/26/2021","20.58","20.75","21.27","20.53","84.38K","-1.39%"
"08/25/2021","20.87","20.60","21.40","20.36","70.96K","1.36%"
"08/24/2021","20.59","21.06","21.36","20.18","66.44K","-2.09%"
"08/23/2021","21.03","20.67","21.87","19.98","124.09K","3.85%"
"08/20/2021","20.25","19.45","20.50","19.01","85.49K","3.26%"
"08/19/2021","19.61","20.00","20.06","19.45","184.82K","-1.46%"
"08/18/2021","19.90","19.62","20.60","19.22","85.99K","1.48%"
"08/17/2021","19.61","19.13","19.71","18.51","167.58K","1.71%"
"08/16/2021","19.28","20.21","20.25","19.08","150.79K","-5.86%"
"08/13/2021","20.48","21.70","21.70","20.29","109.36K","-5.01%"
"08/12/2021","21.56","21.45","22.26","21.25","94.49K","-2.44%"
"08/11/2021","22.10","21.39","22.21","21.17","107.85K","0.96%"
"08/10/2021","21.89","22.05","22.14","21.70","102.27K","-0.45%"
"08/09/2021","21.99","21.19","22.49","21.19","450.09K","2.52%"
"08/06/2021","21.45","21.87","21.96","21.25","133.04K","-1.74%"
"08/05/2021","21.83","20.81","21.92","20.76","371.13K","4.95%"
"08/04/2021","20.80","22.36","22.83","20.76","330.78K","-8.93%"
"08/03/2021","22.84","23.16","23.33","22.01","166.20K","-1.89%"
"08/02/2021","23.28","23.00","23.79","23.00","94.03K","-0.21%"
"07/30/2021","23.33","23.46","23.77","23.04","99.17K","-1.35%"
"07/29/2021","23.65","24.11","24.58","23.12","112.25K","-1.95%"
"07/28/2021","24.12","23.59","24.59","23.28","100.60K","3.70%"
"07/27/2021","23.26","23.57","23.97","22.38","177.41K","-1.82%"
"07/26/2021","23.69","24.52","24.80","23.50","117.09K","-2.83%"
"07/23/2021","24.38","24.97","25.23","24.00","110.45K","-2.28%"
"07/22/2021","24.95","26.27","26.27","24.93","87.40K","-4.84%"
"07/21/2021","26.22","26.60","26.70","26.00","65.25K","-1.13%"
"07/20/2021","26.52","25.80","26.75","25.80","156.26K","3.07%"
"07/19/2021","25.73","25.13","26.07","24.85","100.96K","0.51%"
"07/16/2021","25.60","25.22","25.97","24.43","124.78K","2.89%"
"07/15/2021","24.88","24.90","25.56","24.31","91.96K","-0.12%"
"07/14/2021","24.91","26.80","27.18","24.56","222.61K","-8.08%"
"07/13/2021","27.10","27.06","27.45","26.52","118.05K","0.15%"
"07/12/2021","27.06","26.45","27.19","26.01","129.65K","2.15%"
"07/09/2021","26.49","25.25","26.57","25.25","78.34K","4.29%"
"07/08/2021","25.40","24.45","25.68","24.21","144.45K","2.09%"
"07/07/2021","24.88","25.29","25.40","24.59","155.70K","-2.20%"
"07/06/2021","25.44","26.58","26.64","25.20","119.91K","-3.45%"
"07/02/2021","26.35","26.50","26.72","25.55","112.50K","-0.57%"
"07/01/2021","26.50","26.49","27.33","25.69","308.94K","-2.89%"
"06/30/2021","27.29","26.53","27.53","25.88","180.03K","5.65%"
"06/29/2021","25.83","26.90","27.17","25.77","192.21K","-4.51%"
"06/28/2021","27.05","27.52","27.88","26.82","87.72K","-1.24%"
"06/25/2021","27.39","27.50","27.67","27.10","1.42M","0.11%"
"06/24/2021","27.36","27.53","27.53","26.98","176.27K","1.79%"
"06/23/2021","26.88","26.33","27.08","26.03","123.58K","1.82%"
"06/22/2021","26.40","27.20","27.47","26.17","95.85K","-3.30%"
"06/21/2021","27.30","27.50","27.50","26.60","119.20K","-0.18%"
"06/18/2021","27.35","27.44","27.87","26.60","473.45K","-1.72%"
"06/17/2021","27.83","27.77","28.22","27.02","241.08K","-1.03%"
"06/16/2021","28.12","28.60","28.98","27.21","221.14K","-1.37%"
"06/15/2021","28.51","29.17","29.37","27.93","95.74K","-1.96%"
"06/14/2021","29.08","28.55","29.21","28.55","127.93K","2.54%"
"06/11/2021","28.36","28.20","28.42","27.85","83.34K","0.75%"
"06/10/2021","28.15","27.68","28.48","27.68","78.76K","1.37%"
"06/09/2021","27.77","28.18","28.50","27.66","83.10K","-0.61%"
"06/08/2021","27.94","28.14","28.81","26.81","147.58K","0.43%"
"06/07/2021","27.82","26.35","28.08","26.12","204.39K","5.46%"
"06/04/2021","26.38","26.70","27.07","26.10","84.36K","-1.35%"
"06/03/2021","26.74","26.50","27.00","26.03","134.43K","0.00%"
"06/02/2021","26.74","27.50","27.64","26.35","155.65K","-2.48%"
"06/01/2021","27.42","26.41","27.83","26.30","168.97K","4.06%"
"05/28/2021","26.35","26.13","27.23","26.13","197.46K","0.46%"
"05/27/2021","26.23","27.36","27.36","25.15","340.84K","1.98%"
"05/26/2021","25.72","25.22","26.30","24.71","157.96K","2.31%"
"05/25/2021","25.14","25.23","26.16","25.01","203.01K","-0.44%"
"05/24/2021","25.25","25.46","25.72","24.95","112.51K","-0.39%"
"05/21/2021","25.35","25.41","25.59","24.80","137.26K","0.96%"
"05/20/2021","25.11","24.29","25.26","24.26","151.62K","2.83%"
"05/19/2021","24.42","24.58","24.79","23.77","168.67K","-2.44%"
"05/18/2021","25.03","25.04","25.82","24.60","242.31K","-0.20%"
"05/17/2021","25.08","25.57","25.68","24.57","319.04K","-2.60%"
"05/14/2021","25.75","25.40","26.21","25.11","305.67K","0.78%"
"05/13/2021","25.55","27.21","28.06","24.79","598.43K","-6.26%"
"05/12/2021","27.25","30.01","30.07","27.02","436.28K","-7.98%"
"05/11/2021","29.62","31.35","31.62","28.70","549.16K","-9.00%"
"05/10/2021","32.55","34.85","34.85","32.43","237.30K","-4.63%"
"05/07/2021","34.13","33.64","35.21","33.29","305.80K","4.63%"
"05/06/2021","32.62","34.75","34.75","30.94","461.21K","-2.83%"
"05/05/2021","33.57","34.00","34.96","33.46","316.30K","1.02%"
"05/04/2021","33.23","35.00","35.05","33.06","450.79K","-4.37%"
"05/03/2021","34.75","35.28","35.49","33.60","733.68K","3.73%"
"04/30/2021","33.50","33.72","36.45","33.31","1.54M","9.66%"
"04/29/2021","30.55","30.39","30.88","29.28","74.46K","1.50%"
"04/28/2021","30.10","30.04","30.64","29.64","70.48K","-0.76%"
"04/27/2021","30.33","30.64","31.28","29.90","55.53K","-0.69%"
"04/26/2021","30.54","29.06","30.81","28.10","93.22K","5.42%"
"04/23/2021","28.97","30.58","31.13","28.56","163.43K","-5.23%"
"04/22/2021","30.57","30.14","31.97","29.90","170.53K","1.02%"
"04/21/2021","30.26","28.71","30.41","27.10","106.20K","5.58%"
"04/20/2021","28.66","27.94","28.87","27.48","198.04K","2.69%"
"04/19/2021","27.91","27.24","28.13","27.04","132.29K","1.42%"
"04/16/2021","27.52","28.94","28.94","27.14","148.36K","-4.04%"
"04/15/2021","28.68","28.35","29.03","28.03","63.87K","2.10%"
"04/14/2021","28.09","27.89","28.80","27.58","109.74K","1.01%"
"04/13/2021","27.81","27.25","28.05","26.88","67.18K","2.62%"
"04/12/2021","27.10","26.63","27.65","25.82","145.61K","1.80%"
"04/09/2021","26.62","27.34","27.54","26.15","77.20K","-3.38%"
"04/08/2021","27.55","28.37","29.24","27.15","187.90K","-1.57%"
"04/07/2021","27.99","28.23","28.52","27.51","205.14K","0.47%"
"04/06/2021","27.86","28.75","28.81","27.51","167.99K","0.36%"
"04/05/2021","27.76","29.93","30.08","27.14","224.61K","-6.66%"
"04/01/2021","29.74","29.27","30.28","28.40","248.51K","2.80%"
"03/31/2021","28.93","27.10","29.23","27.00","167.75K","7.47%"
"03/30/2021","26.92","26.56","27.53","26.00","69.69K","1.16%"
"03/29/2021","26.61","27.86","28.12","26.27","116.99K","-5.40%"
"03/26/2021","28.13","28.16","30.98","27.30","88.60K","-0.21%"
"03/25/2021","28.19","28.31","29.46","27.38","299.62K","-0.98%"
"03/24/2021","28.47","29.91","29.96","28.38","190.93K","-4.56%"
"03/23/2021","29.83","31.00","31.43","29.26","211.05K","-5.27%"
"03/22/2021","31.49","30.73","31.74","30.18","131.82K","2.14%"
"03/19/2021","30.83","30.64","31.39","29.87","685.47K","1.78%"
"03/18/2021","30.29","31.98","32.35","29.84","163.33K","-6.34%"
"03/17/2021","32.34","32.31","32.74","30.02","190.55K","4.59%"
"03/16/2021","30.92","32.82","33.20","30.24","109.45K","-4.98%"
"03/15/2021","32.54","32.92","32.96","31.97","60.05K","-0.03%"
"03/12/2021","32.55","32.52","33.18","32.17","93.97K","-0.88%"
"03/11/2021","32.84","32.53","33.73","32.15","139.80K","1.99%"
"03/10/2021","32.20","32.90","33.82","31.52","106.56K","-2.48%"
"03/09/2021","33.02","30.66","33.11","30.66","164.73K","9.05%"
"03/08/2021","30.28","31.30","32.00","29.94","142.40K","-3.10%"
"03/05/2021","31.25","30.55","32.60","29.71","273.96K","1.82%"
"03/04/2021","30.69","32.75","33.10","29.11","288.73K","-5.39%"
"03/03/2021","32.44","35.01","35.66","32.22","249.73K","-7.42%"
"03/02/2021","35.04","35.03","35.89","35.00","222.87K","0.20%"
"03/01/2021","34.97","34.24","35.28","33.73","350.81K","2.34%"
"02/26/2021","34.17","34.49","35.09","32.67","155.30K","-0.20%"
"02/25/2021","34.24","35.00","35.21","33.20","174.44K","-2.17%"
"02/24/2021","35.00","36.53","36.53","34.86","192.84K","-2.37%"
"02/23/2021","35.85","35.03","36.60","34.27","278.93K","0.53%"
"02/22/2021","35.66","35.90","36.50","34.74","183.08K","-1.33%"
"02/19/2021","36.14","36.23","36.47","35.07","189.88K","3.32%"
"02/18/2021","34.98","34.53","36.38","34.22","324.61K","-0.17%"
"02/17/2021","35.04","34.76","35.95","33.46","488.74K","4.01%"
"02/16/2021","33.69","35.58","35.87","33.61","492.25K","-3.96%"
"02/12/2021","35.08","35.50","36.12","34.10","116.35K","0.78%"
"02/11/2021","34.81","36.47","36.49","34.00","164.13K","-3.68%"
"02/10/2021","36.14","35.64","36.49","34.33","203.87K","0.28%"
"02/09/2021","36.04","38.00","38.49","35.43","240.18K","-2.54%"
"02/08/2021","36.98","35.27","37.14","35.25","303.13K","5.54%"
"02/05/2021","35.04","35.50","35.50","32.90","394.34K","0.40%"
"02/04/2021","34.90","34.89","35.31","34.30","545.92K","0.78%"
"02/03/2021","34.63","35.86","36.44","33.22","1.95M","-4.07%"
"02/02/2021","36.10","35.69","36.95","33.07","482.31K","1.46%"
"02/01/2021","35.58","33.25","36.75","32.00","1.50M","30.38%"
"01/29/2021","27.29","26.00","27.49","24.69","137.97K","4.72%"
"01/28/2021","26.06","25.26","26.55","24.95","427.89K","6.50%"
"01/27/2021","24.47","26.38","26.38","24.25","197.84K","-7.70%"
"01/26/2021","26.51","27.32","27.49","26.15","265.76K","-2.43%"
"01/25/2021","27.17","27.00","27.50","26.23","165.63K","1.34%"
"01/22/2021","26.81","27.01","27.27","26.47","148.74K","-1.51%"
"01/21/2021","27.22","28.32","28.32","26.56","276.80K","-3.51%"
"01/20/2021","28.21","28.94","29.31","27.90","82.11K","-1.78%"
"01/19/2021","28.72","29.78","30.97","28.27","240.61K","0.31%"
"01/15/2021","28.63","28.28","29.74","27.37","241.47K","0.49%"
"01/14/2021","28.49","27.73","28.74","27.01","74.68K","4.97%"
"01/13/2021","27.14","27.07","28.34","26.83","61.33K","-0.66%"
"01/12/2021","27.32","27.94","28.55","27.07","57.67K","-1.69%"
"01/11/2021","27.79","27.61","28.49","27.35","53.09K","-1.31%"
"01/08/2021","28.16","28.74","29.25","26.91","107.29K","-2.15%"
"01/07/2021","28.78","28.33","29.51","27.26","70.57K","0.28%"
"01/06/2021","28.70","28.06","29.63","27.95","81.32K","2.39%"
"01/05/2021","28.03","29.23","29.23","27.71","74.16K","-1.44%"
"01/04/2021","28.44","27.58","29.05","27.58","119.19K","1.10%"
"12/31/2020","28.13","29.47","29.47","27.92","87.13K","-3.99%"
"12/30/2020","29.30","29.02","30.17","28.59","118.89K","1.45%"
"12/29/2020","28.88","29.27","29.81","28.33","135.95K","-1.26%"
"12/28/2020","29.25","30.02","30.10","28.95","100.42K","-1.22%"
"12/24/2020","29.61","28.25","30.16","28.02","78.21K","5.19%"
"12/23/2020","28.15","30.11","31.06","27.56","152.25K","-6.17%"
"12/22/2020","30.00","28.89","31.00","28.73","160.08K","3.63%"
"12/21/2020","28.95","28.88","29.27","27.04","268.91K","0.17%"
"12/18/2020","28.90","31.92","32.00","28.66","1.94M","-8.92%"
"12/17/2020","31.73","31.15","32.00","30.67","168.58K","1.24%"
"12/16/2020","31.34","29.88","32.21","29.59","155.13K","5.70%"
"12/15/2020","29.65","29.26","30.44","28.43","239.22K","1.68%"
"12/14/2020","29.16","29.28","30.22","28.46","332.38K","1.07%"
"12/11/2020","28.85","28.49","29.49","27.08","118.03K","-0.69%"
"12/10/2020","29.05","28.02","29.50","27.59","242.90K","3.05%"
"12/09/2020","28.19","26.67","28.23","25.72","264.37K","6.74%"
"12/08/2020","26.41","26.36","26.82","26.02","165.97K","-0.38%"
"12/07/2020","26.51","26.24","26.83","25.82","102.65K","1.92%"
"12/04/2020","26.01","26.65","26.93","25.50","112.84K","-2.40%"
"12/03/2020","26.65","25.82","26.83","25.82","108.89K","3.50%"
"12/02/2020","25.75","24.63","26.48","24.63","140.28K","3.66%"
"12/01/2020","24.84","27.74","27.74","24.66","194.36K","-8.41%"
"11/30/2020","27.12","26.77","27.27","25.94","335.84K","4.55%"
"11/27/2020","25.94","25.85","26.38","25.52","48.57K","1.25%"
"11/25/2020","25.62","24.55","26.20","24.55","122.31K","0.43%"
"11/24/2020","25.51","25.31","25.94","24.98","186.08K","1.31%"
"11/23/2020","25.18","24.16","25.24","23.61","258.31K","8.91%"
"11/20/2020","23.12","21.12","23.19","21.12","171.33K","8.09%"
"11/19/2020","21.39","21.02","21.98","21.00","80.51K","2.25%"
"11/18/2020","20.92","21.25","21.43","20.55","394.46K","0.38%"
"11/17/2020","20.84","21.40","21.40","20.67","115.78K","-2.66%"
"11/16/2020","21.41","22.12","22.12","20.92","130.43K","1.13%"
"11/13/2020","21.17","22.19","22.19","20.82","139.74K","1.63%"
"11/12/2020","20.83","20.97","21.43","20.36","272.47K","-0.57%"
"11/11/2020","20.95","20.97","21.04","20.20","80.34K","1.45%"
"11/10/2020","20.65","20.97","21.00","20.03","105.08K","-0.63%"
"11/09/2020","20.78","22.16","22.16","20.01","226.55K","13.86%"
"11/06/2020","18.25","18.44","18.71","17.51","284.02K","-2.20%"
"11/05/2020","18.66","18.99","19.72","17.74","147.46K","-1.63%"
"11/04/2020","18.97","18.25","19.10","18.08","112.08K","4.29%"
"11/03/2020","18.19","18.86","19.11","18.00","121.33K","-2.83%"
"11/02/2020","18.72","17.98","19.78","17.98","190.15K","5.05%"
"10/30/2020","17.82","21.18","21.18","17.53","296.54K","-11.08%"
"10/29/2020","20.04","20.50","20.52","19.75","307.99K","-0.45%"
"10/28/2020","20.13","20.89","21.07","19.92","293.42K","-5.27%"
"10/27/2020","21.25","20.92","21.47","20.74","149.06K","1.58%"
"10/26/2020","20.92","22.97","23.36","20.67","393.57K","-9.20%"
"10/23/2020","23.04","22.77","23.36","22.32","121.07K","1.27%"
"10/22/2020","22.75","23.08","23.25","22.71","200.56K","-1.47%"
"10/21/2020","23.09","23.81","23.81","22.97","142.77K","-2.53%"
"10/20/2020","23.69","24.06","24.09","22.67","130.26K","-1.29%"
"10/19/2020","24.00","24.00","24.20","23.62","155.55K","0.04%"
"10/16/2020","23.99","23.79","24.35","23.58","252.42K","0.13%"
"10/15/2020","23.96","23.93","24.32","22.29","197.27K","-0.91%"
"10/14/2020","24.18","24.52","24.87","23.85","173.03K","-0.98%"
"10/13/2020","24.42","23.69","24.63","23.69","249.24K","3.37%"
"10/12/2020","23.63","24.15","24.57","23.56","262.83K","-2.13%"
"10/09/2020","24.14","24.12","24.62","23.82","249.69K","-0.82%"
"10/08/2020","24.34","25.00","25.00","24.21","565.35K","-0.16%"
"10/07/2020","24.38","24.60","24.80","24.00","307.91K","2.65%"
"10/06/2020","23.75","23.46","24.05","23.17","337.77K","0.47%"
"10/05/2020","23.64","23.60","24.35","23.41","393.48K","1.46%"
"10/02/2020","23.30","24.35","24.60","23.16","1.57M","-15.64%"
"10/01/2020","27.62","29.06","29.73","27.61","358.02K","-5.73%"
"09/30/2020","29.30","29.21","30.01","27.91","278.79K","-5.61%"
"09/29/2020","31.04","27.01","31.43","27.01","274.26K","15.99%"
"09/28/2020","26.76","25.50","27.16","25.25","76.88K","6.78%"
"09/25/2020","25.06","24.57","25.30","24.03","65.45K","1.66%"
"09/24/2020","24.65","24.65","25.17","24.21","43.79K","-0.36%"
"09/23/2020","24.74","25.19","25.88","24.24","63.89K","-2.14%"
"09/22/2020","25.28","25.89","26.30","24.46","153.84K","-1.44%"
"09/21/2020","25.65","25.82","26.39","24.44","194.85K","-2.62%"
"09/18/2020","26.34","27.64","28.89","26.07","1.43M","-3.23%"
"09/17/2020","27.22","25.19","27.61","25.19","230.11K","5.96%"
"09/16/2020","25.69","25.42","26.35","24.83","339.87K","2.43%"
"09/15/2020","25.08","24.95","25.18","24.32","112.41K","2.91%"
"09/14/2020","24.37","23.97","25.34","23.56","135.25K","3.97%"
"09/11/2020","23.44","24.45","24.45","23.19","87.33K","-2.50%"
"09/10/2020","24.04","24.20","24.32","23.89","180.30K","0.67%"
"09/09/2020","23.88","24.69","25.73","23.85","125.65K","-1.28%"
"09/08/2020","24.19","24.21","24.79","23.99","195.48K","-0.86%"
"09/04/2020","24.40","25.24","25.43","22.95","108.56K","-1.61%"
"09/03/2020","24.80","25.40","25.40","24.24","61.39K","-2.32%"
"09/02/2020","25.39","25.02","25.75","24.46","107.96K","2.38%"
"09/01/2020","24.80","25.09","25.09","24.02","71.72K","-1.08%"
"08/31/2020","25.07","24.45","25.89","24.45","90.14K","1.91%"
"08/28/2020","24.60","24.68","24.88","23.59","76.35K","2.33%"
"08/27/2020","24.04","24.94","24.94","23.50","63.82K","-2.51%"
"08/26/2020","24.66","25.02","26.00","24.30","115.10K","-1.20%"
"08/25/2020","24.96","25.28","25.97","24.91","78.61K","-1.11%"
"08/24/2020","25.24","28.22","28.88","25.00","237.06K","-10.50%"
"08/21/2020","28.20","27.50","29.63","26.90","133.96K","2.55%"
"08/20/2020","27.50","26.76","27.92","26.76","117.87K","2.12%"
"08/19/2020","26.93","26.42","27.50","26.00","134.03K","1.55%"
"08/18/2020","26.52","26.25","26.80","26.11","98.06K","1.14%"
"08/17/2020","26.22","26.29","27.13","25.75","218.29K","0.23%"
"08/14/2020","26.16","25.95","26.36","25.18","48.17K","0.63%"
"08/13/2020","26.00","26.14","27.11","25.51","78.08K","-0.52%"
"08/12/2020","26.13","25.00","26.79","24.56","279.73K","5.96%"
"08/11/2020","24.66","25.73","25.73","24.63","63.16K","-4.05%"
"08/10/2020","25.70","24.60","25.85","23.78","119.35K","6.11%"
"08/07/2020","24.22","24.29","24.59","24.02","120.00K","-0.25%"
"08/06/2020","24.28","24.81","24.83","24.04","58.98K","-1.10%"
"08/05/2020","24.55","25.38","25.79","24.21","103.04K","-1.68%"
"08/04/2020","24.97","25.60","26.32","24.49","102.14K","-3.55%"
"08/03/2020","25.89","26.90","27.08","25.36","234.08K","-3.03%"
"07/31/2020","26.70","29.08","29.08","26.32","115.61K","-3.33%"
"07/30/2020","27.62","27.02","28.79","27.02","41.13K","0.22%"
"07/29/2020","27.56","28.44","28.96","27.26","61.89K","-2.23%"
"07/28/2020","28.19","27.81","29.78","27.75","53.71K","0.79%"
"07/27/2020","27.97","27.35","29.17","26.85","26.29K","2.53%"
"07/24/2020","27.28","27.31","27.83","26.88","39.95K","-1.16%"
"07/23/2020","27.60","27.59","28.71","27.31","38.56K","-0.36%"
"07/22/2020","27.70","28.21","28.66","27.11","57.13K","-2.60%"
"07/21/2020","28.44","28.75","30.05","28.23","41.93K","-2.13%"
"07/20/2020","29.06","28.82","29.83","28.31","33.10K","0.21%"
"07/17/2020","29.00","27.64","30.15","27.64","44.12K","4.02%"
"07/16/2020","27.88","28.99","29.53","27.23","52.53K","-3.66%"
"07/15/2020","28.94","28.92","29.74","28.50","66.58K","2.30%"
"07/14/2020","28.29","27.50","28.67","27.12","76.03K","2.61%"
"07/13/2020","27.57","29.11","29.90","27.29","124.03K","-5.23%"
"07/10/2020","29.09","28.96","29.38","28.50","78.04K","0.14%"
"07/09/2020","29.05","31.02","31.29","28.88","60.78K","-6.89%"
"07/08/2020","31.20","32.01","33.07","29.77","100.37K","-2.50%"
"07/07/2020","32.00","32.24","33.21","31.79","34.75K","-0.87%"
"07/06/2020","32.28","32.47","33.00","31.31","28.66K","0.84%"
"07/02/2020","32.01","31.85","32.33","31.00","35.53K","0.57%"
"07/01/2020","31.83","30.10","32.11","29.34","95.23K","5.26%"
"06/30/2020","30.24","32.74","33.77","29.17","95.12K","-8.39%"
"06/29/2020","33.01","32.85","34.04","31.79","44.34K","1.66%"
"06/26/2020","32.47","32.12","32.89","30.01","169.20K","-0.73%"
"06/25/2020","32.71","32.13","34.47","32.13","48.11K","0.96%"
"06/24/2020","32.40","32.11","33.70","30.27","76.36K","-0.31%"
"06/23/2020","32.50","36.76","36.95","32.28","101.25K","-11.11%"
"06/22/2020","36.56","34.04","39.75","34.04","102.20K","8.17%"
"06/19/2020","33.80","29.85","39.85","29.80","709.38K","13.96%"
"06/18/2020","29.66","29.10","30.80","28.75","194.99K","2.31%"
"06/17/2020","28.99","29.80","30.88","28.81","133.26K","-0.96%"
"06/16/2020","29.27","30.93","30.99","28.60","127.60K","-0.64%"
"06/15/2020","29.46","25.56","30.62","25.56","168.16K","15.39%"
"06/12/2020","25.53","26.45","26.50","25.00","51.12K","-0.10%"
"06/11/2020","25.56","27.55","27.88","25.50","123.43K","-10.33%"
"06/10/2020","28.50","27.63","29.46","27.63","26.29K","1.75%"
"06/09/2020","28.01","29.41","29.90","27.42","34.24K","-4.57%"
"06/08/2020","29.35","32.17","32.17","29.16","54.32K","-6.62%"
"06/05/2020","31.43","31.36","34.82","29.76","91.69K","3.05%"
"06/04/2020","30.50","33.02","35.06","30.35","48.24K","-9.04%"
"06/03/2020","33.53","31.59","34.57","31.17","57.67K","6.99%"
"06/02/2020","31.34","34.44","34.73","30.48","46.28K","-7.80%"
"06/01/2020","33.99","34.33","38.81","33.04","92.90K","1.31%"
"05/29/2020","33.55","29.96","35.75","29.64","178.89K","11.91%"
"05/28/2020","29.98","30.25","30.79","29.74","51.40K","-0.73%"
"05/27/2020","30.20","30.25","30.90","29.01","54.78K","0.83%"
"05/26/2020","29.95","30.12","31.76","29.51","220.69K","1.25%"
"05/22/2020","29.58","29.55","30.00","28.90","28.24K","0.75%"
"05/21/2020","29.36","29.58","29.90","28.19","30.10K","0.51%"
"05/20/2020","29.21","27.28","29.90","26.79","39.48K","10.27%"
"05/19/2020","26.49","28.51","30.00","26.06","38.60K","-8.56%"
"05/18/2020","28.97","26.09","29.27","26.06","40.80K","13.34%"
"05/15/2020","25.56","25.79","25.80","25.44","24.62K","0.47%"
"05/14/2020","25.44","26.06","26.56","24.55","89.65K","-5.11%"
"05/13/2020","26.81","24.70","27.07","24.11","46.16K","8.54%"
"05/12/2020","24.70","26.83","28.15","24.50","43.03K","-7.84%"
"05/11/2020","26.80","24.52","27.11","24.10","35.55K","9.39%"
"05/08/2020","24.50","25.08","25.08","24.20","44.88K","0.08%"
"05/07/2020","24.48","25.09","25.44","24.06","28.37K","-2.86%"
"05/06/2020","25.20","25.44","25.88","24.60","31.49K","-1.52%"
"05/05/2020","25.59","26.42","27.08","25.00","37.72K","-0.31%"
"05/04/2020","25.67","25.53","26.19","23.96","32.68K","-1.27%"
"05/01/2020","26.00","28.79","29.65","25.25","120.82K","-12.52%"
